File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF359TBC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR590QQP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										FUS-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1	1_1							/files/ENCFF356LFX/, /files/ENCFF130SZQ/, /files/ENCFF395UUL/, /files/ENCFF788XUJ/	58416	ENCODE Processing Pipeline	993543323b0e00eced3d3b2ad5e65e0f		https://www.encodeproject.org/files/ENCFF359TBC/@@download/ENCFF359TBC.bed.gz				released	s3://encode-public/2020/12/03/e6d45044-c96d-4350-901e-7bae5fbb0f07/ENCFF359TBC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF682NJA	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR590QQP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										FUS-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF395UUL/, /files/ENCFF130SZQ/, /files/ENCFF788XUJ/, /files/ENCFF356LFX/, /files/ENCFF347XHE/	130039	ENCODE Processing Pipeline	0cdee1c0ecca1fe369481571769a0716		https://www.encodeproject.org/files/ENCFF682NJA/@@download/ENCFF682NJA.bed.gz				released	s3://encode-public/2020/12/03/38ceb142-4fc5-4cf0-b861-f74c8225bc32/ENCFF682NJA.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, moderate library complexity, mild to moderate bottlenecking		
ENCFF138FLC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	2	2_1							/files/ENCFF578XGS/, /files/ENCFF117ALF/	5346050	ENCODE Processing Pipeline	b3f8ee63d7fb34911bfa8bd67b16cbb7		https://www.encodeproject.org/files/ENCFF138FLC/@@download/ENCFF138FLC.bed.gz				released	s3://encode-public/2017/02/10/310cd344-dfc0-48b9-bf82-47d90c6b45f5/ENCFF138FLC.bed.gz	ENCODE3 hg19	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF680PCI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1	1_1							/files/ENCFF375WCZ/, /files/ENCFF769WSP/	5525149	ENCODE Processing Pipeline	64484b130f50b1571b4e074170eefb80		https://www.encodeproject.org/files/ENCFF680PCI/@@download/ENCFF680PCI.bed.gz				released	s3://encode-public/2017/02/10/cb631af1-1c7b-4745-bf4d-45eca0ee0d94/ENCFF680PCI.bed.gz	ENCODE3 hg19	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF306RGV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF578XGS/, /files/ENCFF375WCZ/, /files/ENCFF769WSP/, /files/ENCFF117ALF/	6571107	ENCODE Processing Pipeline	a1a4eb94daa1a00d474c31469ba96120		https://www.encodeproject.org/files/ENCFF306RGV/@@download/ENCFF306RGV.bed.gz				released	s3://encode-public/2017/02/10/33d88930-883e-4e24-8ec8-a903877cb5c1/ENCFF306RGV.bed.gz	ENCODE3 hg19	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF180HWU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF680PCI/, /files/ENCFF001TDO/, /files/ENCFF138FLC/, /files/ENCFF306RGV/	176782	ENCODE Processing Pipeline	bb955b37aaee221b605a64fb7381c019		https://www.encodeproject.org/files/ENCFF180HWU/@@download/ENCFF180HWU.bed.gz				released	s3://encode-public/2017/02/10/7d053a51-dafe-4807-8741-22941688b2b2/ENCFF180HWU.bed.gz	ENCODE3 hg19	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF468MIF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF680PCI/, /files/ENCFF001TDO/, /files/ENCFF138FLC/, /files/ENCFF306RGV/	210709	ENCODE Processing Pipeline	ba9f061af426f9599bbfde4ae1061df9		https://www.encodeproject.org/files/ENCFF468MIF/@@download/ENCFF468MIF.bed.gz				released	s3://encode-public/2017/02/10/2222736a-7b25-43ea-8b1e-484e6b4a6eed/ENCFF468MIF.bed.gz	ENCODE3 hg19	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF570WYD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	2	2_1							/files/ENCFF279QEN/, /files/ENCFF242FNL/	5263481	ENCODE Processing Pipeline	538e2b6814f7991f1b14f6eea2a919c7		https://www.encodeproject.org/files/ENCFF570WYD/@@download/ENCFF570WYD.bed.gz				released	s3://encode-public/2017/02/11/9bd045ef-9d49-4444-8d62-87c3662600e7/ENCFF570WYD.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF487WAN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF667XHN/, /files/ENCFF334RXJ/, /files/ENCFF419RSJ/, /files/ENCFF570WYD/	213913	ENCODE Processing Pipeline	4db3b3de2964cef541dfdd0c8a8931ab		https://www.encodeproject.org/files/ENCFF487WAN/@@download/ENCFF487WAN.bed.gz				released	s3://encode-public/2017/02/11/7a60e7a1-dd3e-4c3f-8e81-7ccb6d220421/ENCFF487WAN.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF667XHN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1	1_1							/files/ENCFF349HMO/, /files/ENCFF253UKR/	5487340	ENCODE Processing Pipeline	fa4792a3402bb133dc41b8e32befc0b0		https://www.encodeproject.org/files/ENCFF667XHN/@@download/ENCFF667XHN.bed.gz				released	s3://encode-public/2017/02/11/38c2cf6a-9165-433a-afb1-1bd48b6109c8/ENCFF667XHN.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF334RXJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF349HMO/, /files/ENCFF242FNL/, /files/ENCFF253UKR/, /files/ENCFF279QEN/	6518767	ENCODE Processing Pipeline	d3c8a5697dfee1f6636b0ff25c149eef		https://www.encodeproject.org/files/ENCFF334RXJ/@@download/ENCFF334RXJ.bed.gz				released	s3://encode-public/2017/02/11/2103060b-2c6b-4ead-8c68-afaa8ab68a1d/ENCFF334RXJ.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF183DMM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF667XHN/, /files/ENCFF334RXJ/, /files/ENCFF419RSJ/, /files/ENCFF570WYD/	178614	ENCODE Processing Pipeline	c8b530aea1f25640d4a85965294c2791		https://www.encodeproject.org/files/ENCFF183DMM/@@download/ENCFF183DMM.bed.gz				released	s3://encode-public/2017/02/11/2f37758a-5225-4966-b989-52c8d79b3ffe/ENCFF183DMM.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF496SMN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF146SVH/, /files/ENCFF780OJV/, /files/ENCFF440KCS/, /files/ENCFF705CKX/	197190	ENCODE Processing Pipeline	4136f91ab2685dfe019493ed85fc67eb		https://www.encodeproject.org/files/ENCFF496SMN/@@download/ENCFF496SMN.bed.gz				released	s3://encode-public/2020/12/03/8163e1b7-f985-46f8-b94c-6b8184a12a95/ENCFF496SMN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF180QJE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	2	2_1							/files/ENCFF146SVH/, /files/ENCFF440KCS/, /files/ENCFF356LFX/, /files/ENCFF705CKX/	36014	ENCODE Processing Pipeline	91df55e2c6d38c63b1ae90d04f153750		https://www.encodeproject.org/files/ENCFF180QJE/@@download/ENCFF180QJE.bed.gz				released	s3://encode-public/2020/12/03/62a68206-746c-44a4-aeeb-045025d2aab8/ENCFF180QJE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF554FLM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1	1_1							/files/ENCFF356LFX/, /files/ENCFF780OJV/, /files/ENCFF440KCS/, /files/ENCFF705CKX/	71994	ENCODE Processing Pipeline	70379836f692e1b5dff7adc49feec2a2		https://www.encodeproject.org/files/ENCFF554FLM/@@download/ENCFF554FLM.bed.gz				released	s3://encode-public/2020/12/03/ff2aa126-1b16-4d5b-9527-4135000ebb47/ENCFF554FLM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF884TSX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR872EVQ	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	DNA			SDS	formaldehyde		2017-02-27	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF146SVH/, /files/ENCFF780OJV/, /files/ENCFF440KCS/, /files/ENCFF705CKX/	191532	ENCODE Processing Pipeline	8d26ff516bcd1362990197b487334300		https://www.encodeproject.org/files/ENCFF884TSX/@@download/ENCFF884TSX.bed.gz				released	s3://encode-public/2020/12/03/7dcd2390-4422-46ea-aba5-89b9234824f3/ENCFF884TSX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF153MGN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1	1_1							/files/ENCFF773DJG/, /files/ENCFF526UMU/	3646309	ENCODE Processing Pipeline	05e2e025e167dde32529b9fa418b498d		https://www.encodeproject.org/files/ENCFF153MGN/@@download/ENCFF153MGN.bed.gz				released	s3://encode-public/2016/10/31/2c3161b2-64a7-4fe3-9ce5-cdf030e4e122/ENCFF153MGN.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF078XQP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	2	2_1							/files/ENCFF117CNE/, /files/ENCFF695XBC/	4090210	ENCODE Processing Pipeline	c5af118ff88ae2cbff05d83d7a8a6e27		https://www.encodeproject.org/files/ENCFF078XQP/@@download/ENCFF078XQP.bed.gz				released	s3://encode-public/2016/10/31/35a04a7f-ea42-4c85-86ed-1d07f40f2ef8/ENCFF078XQP.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF424XDV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF117CNE/, /files/ENCFF773DJG/, /files/ENCFF695XBC/, /files/ENCFF526UMU/	5771078	ENCODE Processing Pipeline	fd7247b7e24289b5112e9558e498ec4a		https://www.encodeproject.org/files/ENCFF424XDV/@@download/ENCFF424XDV.bed.gz				released	s3://encode-public/2016/10/31/a4061ff7-b8d2-43ba-b422-32289c9e7ae5/ENCFF424XDV.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF905CUQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF078XQP/, /files/ENCFF419RSJ/, /files/ENCFF153MGN/, /files/ENCFF424XDV/	606	ENCODE Processing Pipeline	4275f1573ffcfefc48a5f8ed9465bea3		https://www.encodeproject.org/files/ENCFF905CUQ/@@download/ENCFF905CUQ.bed.gz				released	s3://encode-public/2016/10/31/e0d3c317-f31d-41fc-8f8d-94717d78fa23/ENCFF905CUQ.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF157IIV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF078XQP/, /files/ENCFF419RSJ/, /files/ENCFF153MGN/, /files/ENCFF424XDV/	969	ENCODE Processing Pipeline	e259296ed9a043f2584af1fa7229b97a		https://www.encodeproject.org/files/ENCFF157IIV/@@download/ENCFF157IIV.bed.gz				released	s3://encode-public/2016/10/31/8cf5285f-39a1-4d43-b415-d3051d6d4b00/ENCFF157IIV.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF179KYF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF880EQU/, /files/ENCFF221UBB/, /files/ENCFF732BTE/, /files/ENCFF405FNP/	5938448	ENCODE Processing Pipeline	d2b8c585075c03734e11c5b3aba8a2b0		https://www.encodeproject.org/files/ENCFF179KYF/@@download/ENCFF179KYF.bed.gz				released	s3://encode-public/2017/03/05/7962678d-58fb-4427-a107-2c75dff27cac/ENCFF179KYF.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF890HLT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1	1_1							/files/ENCFF880EQU/, /files/ENCFF405FNP/	3875984	ENCODE Processing Pipeline	a452a0d65fa6a5c52d218ad64ffa6455		https://www.encodeproject.org/files/ENCFF890HLT/@@download/ENCFF890HLT.bed.gz				released	s3://encode-public/2017/03/05/6017e6a6-4ceb-41a3-8d1c-a4dfe0977d13/ENCFF890HLT.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF599KFI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	2	2_1							/files/ENCFF221UBB/, /files/ENCFF732BTE/	4089549	ENCODE Processing Pipeline	9fed76cfaf60548fc59c7b33016b8b37		https://www.encodeproject.org/files/ENCFF599KFI/@@download/ENCFF599KFI.bed.gz				released	s3://encode-public/2017/03/05/c77cb397-6a62-4f6f-97fa-96b729151e5c/ENCFF599KFI.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF155OFK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF890HLT/, /files/ENCFF001TDO/, /files/ENCFF179KYF/, /files/ENCFF599KFI/	1011	ENCODE Processing Pipeline	4af427b3e237570b261da283e961ffea		https://www.encodeproject.org/files/ENCFF155OFK/@@download/ENCFF155OFK.bed.gz				released	s3://encode-public/2017/03/05/3fd2d50c-3ea0-4329-86c7-98289d7bfd36/ENCFF155OFK.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF380TJT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF890HLT/, /files/ENCFF001TDO/, /files/ENCFF179KYF/, /files/ENCFF599KFI/	1111	ENCODE Processing Pipeline	a2b696f4cb520051989d7aee75b9d2a6		https://www.encodeproject.org/files/ENCFF380TJT/@@download/ENCFF380TJT.bed.gz				released	s3://encode-public/2017/03/05/2576a9ff-2351-4263-b3a7-80d4a55eecf0/ENCFF380TJT.bed.gz	ENCODE3 hg19	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF657CNH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF158NJD/, /files/ENCFF550SVM/, /files/ENCFF356LFX/, /files/ENCFF274QEC/, /files/ENCFF348IEW/	711	ENCODE Processing Pipeline	d6c4d1c0163c7ed99683a2299003bcda		https://www.encodeproject.org/files/ENCFF657CNH/@@download/ENCFF657CNH.bed.gz				released	s3://encode-public/2020/12/03/2511a035-722d-414f-bb64-65d7f34bc291/ENCFF657CNH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF449IXP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF158NJD/, /files/ENCFF550SVM/, /files/ENCFF356LFX/, /files/ENCFF274QEC/, /files/ENCFF348IEW/	633	ENCODE Processing Pipeline	3f0638493468aa915913f7b1d3f77d50		https://www.encodeproject.org/files/ENCFF449IXP/@@download/ENCFF449IXP.bed.gz				released	s3://encode-public/2020/12/03/305a6292-68d9-4b7b-97fb-215353048fa6/ENCFF449IXP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF889PPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	2	2_1							/files/ENCFF274QEC/, /files/ENCFF550SVM/, /files/ENCFF356LFX/, /files/ENCFF158NJD/	130	ENCODE Processing Pipeline	50b2fd48f090ea1b82154a1eb8392fdf		https://www.encodeproject.org/files/ENCFF889PPT/@@download/ENCFF889PPT.bed.gz				released	s3://encode-public/2020/12/03/39862540-ef48-4b6b-bb7b-daae8a4473e2/ENCFF889PPT.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF686LEC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR625ORP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										SYNCRIP-human	DNA			SDS	formaldehyde		2018-05-16	ENCODE			200-400	1	1_1							/files/ENCFF274QEC/, /files/ENCFF356LFX/, /files/ENCFF348IEW/, /files/ENCFF158NJD/	142	ENCODE Processing Pipeline	09b6ea2106562440da9a12356886b336		https://www.encodeproject.org/files/ENCFF686LEC/@@download/ENCFF686LEC.bed.gz				released	s3://encode-public/2020/12/03/6228dc77-71ba-4675-a131-6951509c1fb1/ENCFF686LEC.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF630MSZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR156APP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF685RJG/, /files/ENCFF419RSJ/, /files/ENCFF024DUK/, /files/ENCFF497EQS/	53225	ENCODE Processing Pipeline	19aa4a5a21e6e86abd19fc3a762657ff		https://www.encodeproject.org/files/ENCFF630MSZ/@@download/ENCFF630MSZ.bed.gz				released	s3://encode-public/2018/01/09/529530a9-d2ac-43bc-ae7b-a1e901b3ad80/ENCFF630MSZ.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance	severe bottlenecking, poor library complexity	
ENCFF685RJG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR156APP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF773DJG/, /files/ENCFF081QKL/, /files/ENCFF695XBC/, /files/ENCFF776NZQ/	6621546	ENCODE Processing Pipeline	f9ee8c40efb666975724495a58e7250b		https://www.encodeproject.org/files/ENCFF685RJG/@@download/ENCFF685RJG.bed.gz				released	s3://encode-public/2018/01/09/4ce66e30-f140-44a7-853e-adb3dac636fa/ENCFF685RJG.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance	severe bottlenecking, poor library complexity	
ENCFF024DUK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR156APP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1	1_1							/files/ENCFF773DJG/, /files/ENCFF776NZQ/	5082117	ENCODE Processing Pipeline	b4175262b6f08d440bad1e825ae030b5		https://www.encodeproject.org/files/ENCFF024DUK/@@download/ENCFF024DUK.bed.gz				released	s3://encode-public/2018/01/09/7e84acae-2e25-4ef3-b336-329c34882f1f/ENCFF024DUK.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance	severe bottlenecking, poor library complexity	
ENCFF497EQS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR156APP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	2	2_1							/files/ENCFF081QKL/, /files/ENCFF695XBC/	5125477	ENCODE Processing Pipeline	70b4e72ebb4758ece19936b7eb133c85		https://www.encodeproject.org/files/ENCFF497EQS/@@download/ENCFF497EQS.bed.gz				released	s3://encode-public/2018/01/09/fac87198-e719-44d4-8487-441f914a0c07/ENCFF497EQS.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance	severe bottlenecking, poor library complexity	
ENCFF875ZPV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR156APP	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens										PTBP1-human	DNA			SDS	formaldehyde		2018-01-19	ENCODE			200-400	1, 2	1_1, 2_1							/files/ENCFF685RJG/, /files/ENCFF419RSJ/, /files/ENCFF024DUK/, /files/ENCFF497EQS/	86759	ENCODE Processing Pipeline	7be1bea5334084348a1338651b05c4da		https://www.encodeproject.org/files/ENCFF875ZPV/@@download/ENCFF875ZPV.bed.gz				released	s3://encode-public/2018/01/09/68c0982d-d2ac-4e4e-adb7-5ed2e9fa9b10/ENCFF875ZPV.bed.gz	ENCODE3 GRCh38	released	low read depth, low read length, borderline replicate concordance	severe bottlenecking, poor library complexity	
